account,country,revenue_cpm,buy_cpm,advertizer_impressions,profit_cpm,roi_percent,profiton_galaksion_revenue,revenue_weighted_profit,profiton_currency,mybid_currency,galaksion_currency
sv,US,0.5100,0.2100,10867061,0.3000,142.86,105.3400,3260.1183,USD,USD,USD
sv2,US,0.4700,0.2100,10867061,0.2600,123.81,1077.8200,2825.4359,USD,USD,USD
nsd,MY,1.0400,0.1500,3079009,0.8900,593.33,18.9500,2740.3180,USD,USD,USD
sv2,BR,0.6000,0.0900,5364373,0.5100,566.67,285.1100,2735.8302,USD,USD,USD
nsd,RU,0.6400,0.2200,6400669,0.4200,190.91,0.9400,2688.2810,USD,USD,USD
nsd,BR,0.5300,0.0900,5364373,0.4400,488.89,198.6800,2360.3241,USD,USD,USD
nsd,PH,0.6100,0.2900,7137943,0.3200,110.34,1040.4300,2284.1418,USD,USD,USD
nsd,US,0.4200,0.2100,10867061,0.2100,100.00,261.9900,2282.0828,USD,USD,USD
sv,BD,0.7000,0.2600,5055135,0.4400,169.23,89.7700,2224.2594,USD,USD,USD
sv,DE,0.6200,0.1800,4972504,0.4400,244.44,115.0900,2187.9018,USD,USD,USD
sv2,PH,0.5600,0.2900,7137943,0.2700,93.10,3083.6800,1927.2446,USD,USD,USD
sv2,CN,1.0200,0.1600,1997038,0.8600,537.50,120.1600,1717.4527,USD,USD,USD
nsd,CN,0.9100,0.1600,1997038,0.7500,468.75,28.4200,1497.7785,USD,USD,USD
sv,CN,0.8400,0.1600,1997038,0.6800,425.00,33.1200,1357.9858,USD,USD,USD
sv2,BD,0.4700,0.2600,5055135,0.2100,80.77,350.0200,1061.5784,USD,USD,USD
sv,CA,0.6600,0.2400,2464723,0.4200,175.00,21.5800,1035.1837,USD,USD,USD
sv,GB,0.4200,0.1300,3511871,0.2900,223.08,19.2900,1018.4426,USD,USD,USD
sv2,DE,0.3800,0.1800,4972504,0.2000,111.11,331.3400,994.5008,USD,USD,USD
sv,UA,0.8900,0.3600,1831309,0.5300,147.22,6.5200,970.5938,USD,USD,USD
sv2,RU,0.3700,0.2200,6400669,0.1500,68.18,14.4700,960.1003,USD,USD,USD
sv,AR,0.5100,0.1400,2543794,0.3700,264.29,18.1500,941.2038,USD,USD,USD
nsd,DE,0.3600,0.1800,4972504,0.1800,100.00,152.3400,895.0507,USD,USD,USD
nsd,FR,0.4900,0.2300,3342000,0.2600,113.04,63.9600,868.9200,USD,USD,USD
sv,BO,0.9300,0.2500,1228382,0.6800,272.00,1.5800,835.2998,USD,USD,USD
nsd,AR,0.4600,0.1400,2543794,0.3200,228.57,2.9300,814.0141,USD,USD,USD
nsd,NL,0.7300,0.3000,1877158,0.4300,143.33,39.0700,807.1779,USD,USD,USD
nsd,BD,0.4100,0.2600,5055135,0.1500,57.69,78.3600,758.2703,USD,USD,USD
sv2,PK,0.4000,0.0500,2127156,0.3500,700.00,250.8100,744.5046,USD,USD,USD
sv2,GB,0.3400,0.1300,3511871,0.2100,161.54,65.5900,737.4929,USD,USD,USD
nsd,GB,0.3300,0.1300,3511871,0.2000,153.85,20.5700,702.3742,USD,USD,USD
nsd,ID,0.4100,0.3300,8654778,0.0800,24.24,42.1500,692.3822,USD,USD,USD
sv,PK,0.3500,0.0500,2127156,0.3000,600.00,64.1100,638.1468,USD,USD,USD
nsd,MX,0.4300,0.2000,2765632,0.2300,115.00,79.3500,636.0954,USD,USD,USD
evadav-rss,MY,0.3535,0.1500,3079009,0.2035,135.67,11.6210,626.5783,USD,USD,USD
sv,VN,0.3400,0.1300,2864715,0.2100,161.54,34.7200,601.5902,USD,USD,USD
nsd,CA,0.4800,0.2400,2464723,0.2400,100.00,45.9200,591.5335,USD,USD,USD
sv2,AR,0.3600,0.1400,2543794,0.2200,157.14,44.0100,559.6347,USD,USD,USD
sv,NP,0.6800,0.1000,915851,0.5800,580.00,55.7600,531.1936,USD,USD,USD
sv2,ES,0.3700,0.1200,1987779,0.2500,208.33,136.7300,496.9447,USD,USD,USD
nsd,BO,0.6400,0.2500,1228382,0.3900,156.00,1.6600,479.0690,USD,USD,USD
evadav-rss,CN,0.3993,0.1600,1997038,0.2393,149.56,2.2430,477.8912,USD,USD,USD
nsd,PK,0.2700,0.0500,2127156,0.2200,440.00,70.0000,467.9743,USD,USD,USD
evadav-rss,US,0.2528,0.2100,10867061,0.0428,20.38,10.7290,465.1102,USD,USD,USD
sv2,SG,0.6500,0.1100,853082,0.5400,490.91,19.8000,460.6643,USD,USD,USD
evadav-rss,BR,0.1725,0.0900,5364373,0.0825,91.67,1.5740,442.5608,USD,USD,USD
sv,MA,0.3900,0.1900,2146617,0.2000,105.26,120.3900,429.3234,USD,USD,USD
sv,TH,0.5800,0.3100,1556396,0.2700,87.10,12.0700,420.2269,USD,USD,USD
sv2,ZA,0.4500,0.1000,1191445,0.3500,350.00,72.2100,417.0057,USD,USD,USD
sv,EG,0.3700,0.2700,4039439,0.1000,37.04,379.9600,403.9439,USD,USD,USD
sv,NL,0.5100,0.3000,1877158,0.2100,70.00,9.9000,394.2032,USD,USD,USD
sv2,MX,0.3400,0.2000,2765632,0.1400,70.00,172.7500,387.1885,USD,USD,USD
sv,BR,0.1600,0.0900,5364373,0.0700,77.78,8.4500,375.5061,USD,USD,USD
sv,EC,0.5000,0.2800,1687285,0.2200,78.57,1.5400,371.2027,USD,USD,USD
sv2,MY,0.2700,0.1500,3079009,0.1200,80.00,21.7000,369.4811,USD,USD,USD
sv,MY,0.2700,0.1500,3079009,0.1200,80.00,2.0000,369.4811,USD,USD,USD
nsd,VN,0.2500,0.1300,2864715,0.1200,92.31,51.5000,343.7658,USD,USD,USD
sv,CI,0.9300,0.2000,430132,0.7300,365.00,20.5900,313.9964,USD,USD,USD
sv2,NP,0.4300,0.1000,915851,0.3300,330.00,111.6700,302.2308,USD,USD,USD
sv2,AE,0.5400,0.1100,692603,0.4300,390.91,44.5900,297.8193,USD,USD,USD
nsd,NP,0.4200,0.1000,915851,0.3200,320.00,181.2600,293.0723,USD,USD,USD
evadav-rss,MX,0.3030,0.2000,2765632,0.1030,51.50,44.5340,284.8601,USD,USD,USD
evadav-rss,GB,0.2085,0.1300,3511871,0.0785,60.38,0.8460,275.6819,USD,USD,USD
sv,UZ,0.5000,0.1700,786975,0.3300,194.12,10.0300,259.7017,USD,USD,USD
sv,ES,0.2500,0.1200,1987779,0.1300,108.33,8.4500,258.4113,USD,USD,USD
sv2,BO,0.4600,0.2500,1228382,0.2100,84.00,6.4600,257.9602,USD,USD,USD
evadav-rss,BO,0.4512,0.2500,1228382,0.2012,80.48,0.4580,247.1505,USD,USD,USD
sv2,CA,0.3400,0.2400,2464723,0.1000,41.67,85.4000,246.4723,USD,USD,USD
sv,KE,0.5000,0.0500,530464,0.4500,900.00,7.3700,238.7088,USD,USD,USD
nsd,TH,0.4600,0.3100,1556396,0.1500,48.39,8.9100,233.4594,USD,USD,USD
sv2,UZ,0.4300,0.1700,786975,0.2600,152.94,30.6300,204.6135,USD,USD,USD
evadav-rss,ZA,0.2685,0.1000,1191445,0.1685,168.50,2.1400,200.7585,USD,USD,USD
sv2,VN,0.2000,0.1300,2864715,0.0700,53.85,100.9600,200.5301,USD,USD,USD
sv,FR,0.2900,0.2300,3342000,0.0600,26.09,31.4100,200.5200,USD,USD,USD
sv,AZ,0.3600,0.1300,869429,0.2300,176.92,7.5100,199.9687,USD,USD,USD
nsd,ES,0.2200,0.1200,1987779,0.1000,83.33,15.4300,198.7779,USD,USD,USD
evadav-rss,TH,0.4355,0.3100,1556396,0.1255,40.48,11.7740,195.3277,USD,USD,USD
sv2,IN,0.1000,0.0900,19321785,0.0100,11.11,1043.8100,193.2178,USD,USD,USD
nsd,MA,0.2800,0.1900,2146617,0.0900,47.37,74.3000,193.1955,USD,USD,USD
sv,DZ,0.2900,0.1200,1135876,0.1700,141.67,140.5600,193.0989,USD,USD,USD
evadav-rss,UA,0.4653,0.3600,1831309,0.1053,29.25,1.6210,192.8368,USD,USD,USD
sv,ZA,0.2600,0.1000,1191445,0.1600,160.00,2.3800,190.6312,USD,USD,USD
sv2,MA,0.2700,0.1900,2146617,0.0800,42.11,113.9900,171.7294,USD,USD,USD
evadav-sv,MY,0.2047,0.1500,3079009,0.0547,36.47,3.0930,168.4218,USD,USD,USD
sv,SA,0.2600,0.0800,910660,0.1800,225.00,4.4500,163.9188,USD,USD,USD
nsd,SG,0.3000,0.1100,853082,0.1900,172.73,2.5600,162.0856,USD,USD,USD
sv,JO,0.3800,0.1400,675016,0.2400,171.43,13.7900,162.0038,USD,USD,USD
nsd,KE,0.3400,0.0500,530464,0.2900,580.00,28.6800,153.8346,USD,USD,USD
evadav-rss,IL,0.6190,0.1900,347177,0.4290,225.79,2.2180,148.9389,USD,USD,USD
sv,RS,1.0200,0.1300,154364,0.8900,684.62,143.8000,137.3840,USD,USD,USD
nsd,AE,0.3000,0.1100,692603,0.1900,172.73,2.9300,131.5946,USD,USD,USD
sv,PL,0.3600,0.2400,1069025,0.1200,50.00,9.3700,128.2830,USD,USD,USD
sv,LK,0.5200,0.3000,573663,0.2200,73.33,150.7200,126.2059,USD,USD,USD
evadav-sv,BO,0.3515,0.2500,1228382,0.1015,40.60,0.2130,124.6808,USD,USD,USD
evadav-rss,ES,0.1809,0.1200,1987779,0.0609,50.75,1.7360,121.0557,USD,USD,USD
sv,IQ,0.3200,0.1500,711678,0.1700,113.33,142.4800,120.9853,USD,USD,USD
evadav-rss,DE,0.2043,0.1800,4972504,0.0243,13.50,3.3760,120.8318,USD,USD,USD
nsd,SA,0.2100,0.0800,910660,0.1300,162.50,7.9300,118.3858,USD,USD,USD
evadav-rss,PH,0.3065,0.2900,7137943,0.0165,5.69,606.9410,117.7761,USD,USD,USD
evadav-rss,JO,0.3139,0.1400,675016,0.1739,124.21,3.2390,117.3853,USD,USD,USD
nsd,SE,0.4200,0.1800,479781,0.2400,133.33,6.4800,115.1474,USD,USD,USD
sv,KG,0.4300,0.1700,435387,0.2600,152.94,21.4700,113.2006,USD,USD,USD
sv,VE,0.2900,0.1100,623975,0.1800,163.64,3.4000,112.3155,USD,USD,USD
nsd,CI,0.4600,0.2000,430132,0.2600,130.00,10.6000,111.8343,USD,USD,USD
nsd,ML,0.7900,0.0900,158595,0.7000,777.78,144.8600,111.0165,USD,USD,USD
sv,SG,0.2400,0.1100,853082,0.1300,118.18,0.6100,110.9007,USD,USD,USD
sv,CO,0.2000,0.0800,909532,0.1200,150.00,4.3300,109.1438,USD,USD,USD
sv2,CO,0.1900,0.0800,909532,0.1100,137.50,17.6400,100.0485,USD,USD,USD
sv,ET,0.2600,0.0400,452410,0.2200,550.00,2.0400,99.5302,USD,USD,USD
sv2,CL,0.2900,0.2500,2424917,0.0400,16.00,15.9000,96.9967,USD,USD,USD
sv,TW,0.3300,0.1400,485743,0.1900,135.71,32.5800,92.2912,USD,USD,USD
sv,PT,0.2900,0.1000,483641,0.1900,190.00,2.8000,91.8918,USD,USD,USD
nsd,DZ,0.2000,0.1200,1135876,0.0800,66.67,181.2100,90.8701,USD,USD,USD
sv,ML,0.6600,0.0900,158595,0.5700,633.33,17.3200,90.3992,USD,USD,USD
sv2,NG,0.3300,0.1600,513885,0.1700,106.25,101.7300,87.3605,USD,USD,USD
sv2,KE,0.2100,0.0500,530464,0.1600,320.00,34.0600,84.8742,USD,USD,USD
nsd,ZA,0.1700,0.1000,1191445,0.0700,70.00,3.1700,83.4012,USD,USD,USD
sv,CR,0.5500,0.2100,244927,0.3400,161.90,1.7500,83.2752,USD,USD,USD
sv,MX,0.2300,0.2000,2765632,0.0300,15.00,8.0600,82.9690,USD,USD,USD
sv2,TW,0.3100,0.1400,485743,0.1700,121.43,69.0300,82.5763,USD,USD,USD
nsd,CO,0.1700,0.0800,909532,0.0900,112.50,5.5000,81.8579,USD,USD,USD
evadav-rss,PT,0.2647,0.1000,483641,0.1647,164.70,0.8120,79.6557,USD,USD,USD
evadav-rss,PK,0.0869,0.0500,2127156,0.0369,73.80,3.5840,78.4921,USD,USD,USD
sv,NG,0.3100,0.1600,513885,0.1500,93.75,34.9600,77.0828,USD,USD,USD
sv,PH,0.3000,0.2900,7137943,0.0100,3.45,16.1700,71.3794,USD,USD,USD
sv,IT,0.3100,0.2700,1730383,0.0400,14.81,30.4300,69.2153,USD,USD,USD
sv2,LK,0.4200,0.3000,573663,0.1200,40.00,165.9200,68.8396,USD,USD,USD
sv2,ML,0.5100,0.0900,158595,0.4200,466.67,35.2600,66.6099,USD,USD,USD
sv2,CI,0.3500,0.2000,430132,0.1500,75.00,47.4900,64.5198,USD,USD,USD
sv,BF,0.3300,0.0900,268332,0.2400,266.67,2.0800,64.3997,USD,USD,USD
evadav-rss,SG,0.1834,0.1100,853082,0.0734,66.73,21.8260,62.6162,USD,USD,USD
sv,SO,1.2100,0.4200,76131,0.7900,188.10,5.9100,60.1435,USD,USD,USD
sv2,TZ,0.2300,0.1400,654415,0.0900,64.29,27.1300,58.8974,USD,USD,USD
sv,PA,0.3500,0.1800,337387,0.1700,94.44,1.2300,57.3558,USD,USD,USD
sv2,RS,0.4900,0.1300,154364,0.3600,276.92,97.8800,55.5710,USD,USD,USD
sv,LB,0.5000,0.1200,144241,0.3800,316.67,11.1600,54.8116,USD,USD,USD
nsd,PT,0.2100,0.1000,483641,0.1100,110.00,4.8600,53.2005,USD,USD,USD
evadav-rss,ET,0.1562,0.0400,452410,0.1162,290.50,0.3980,52.5700,USD,USD,USD
sv,TZ,0.2200,0.1400,654415,0.0800,57.14,4.9300,52.3532,USD,USD,USD
sv2,VE,0.1900,0.1100,623975,0.0800,72.73,8.6600,49.9180,USD,USD,USD
nsd,ET,0.1500,0.0400,452410,0.1100,275.00,2.4400,49.7651,USD,USD,USD
sv2,ET,0.1500,0.0400,452410,0.1100,275.00,15.1200,49.7651,USD,USD,USD
nsd,RS,0.4500,0.1300,154364,0.3200,246.15,6.7100,49.3965,USD,USD,USD
sv,SE,0.2800,0.1800,479781,0.1000,55.56,1.2600,47.9781,USD,USD,USD
sv,GH,0.4100,0.1500,178912,0.2600,173.33,34.0000,46.5171,USD,USD,USD
sv,TN,0.1700,0.0700,463164,0.1000,142.86,2.4200,46.3164,USD,USD,USD
nsd,TZ,0.2100,0.1400,654415,0.0700,50.00,10.7900,45.8091,USD,USD,USD
sv,BA,0.7400,0.1200,72763,0.6200,516.67,4.1600,45.1131,USD,USD,USD
sv2,CH,0.5000,0.3600,313514,0.1400,38.89,32.7500,43.8920,USD,USD,USD
sv,ZM,1.3300,0.4000,47126,0.9300,232.50,28.4500,43.8272,USD,USD,USD
nsd,AZ,0.1800,0.1300,869429,0.0500,38.46,2.1900,43.4715,USD,USD,USD
sv,OM,0.2300,0.0700,271574,0.1600,228.57,2.7500,43.4518,USD,USD,USD
evadav-rss,SA,0.1275,0.0800,910660,0.0475,59.38,4.7960,43.2563,USD,USD,USD
sv,MN,0.5300,0.3600,250109,0.1700,47.22,19.3400,42.5185,USD,USD,USD
evadav-rss,CI,0.2929,0.2000,430132,0.0929,46.45,0.9110,39.9593,USD,USD,USD
sv,GA,0.3100,0.0800,166659,0.2300,287.50,0.2200,38.3316,USD,USD,USD
sv2,AO,0.2000,0.0800,318255,0.1200,150.00,1.4800,38.1906,USD,USD,USD
evadav-rss,TZ,0.1970,0.1400,654415,0.0570,40.71,6.5070,37.3017,USD,USD,USD
evadav-sv,SG,0.1530,0.1100,853082,0.0430,39.09,1.0530,36.6825,USD,USD,USD
nsd,NG,0.2300,0.1600,513885,0.0700,43.75,40.7200,35.9720,USD,USD,USD
evadav-rss,BF,0.2234,0.0900,268332,0.1334,148.22,0.6640,35.7955,USD,USD,USD
evadav-rss,GA,0.2940,0.0800,166659,0.2140,267.50,0.1070,35.6650,USD,USD,USD
sv2,IQ,0.2000,0.1500,711678,0.0500,33.33,547.2500,35.5839,USD,USD,USD
evadav-rss,TW,0.2102,0.1400,485743,0.0702,50.14,10.4110,34.0992,USD,USD,USD
sv2,DZ,0.1500,0.1200,1135876,0.0300,25.00,215.7300,34.0763,USD,USD,USD
sv2,GH,0.3400,0.1500,178912,0.1900,126.67,53.3700,33.9933,USD,USD,USD
nsd,JO,0.1900,0.1400,675016,0.0500,35.71,5.4700,33.7508,USD,USD,USD
nsd,EC,0.3000,0.2800,1687285,0.0200,7.14,1.4000,33.7457,USD,USD,USD
sv,TG,0.2100,0.0600,217233,0.1500,250.00,1.0000,32.5849,USD,USD,USD
nsd,TN,0.1400,0.0700,463164,0.0700,100.00,5.7800,32.4215,USD,USD,USD
sv,HK,0.5000,0.4100,356751,0.0900,21.95,18.2000,32.1076,USD,USD,USD
sv2,PL,0.2700,0.2400,1069025,0.0300,12.50,22.8700,32.0707,USD,USD,USD
evadav-rss,KE,0.1099,0.0500,530464,0.0599,119.80,0.6460,31.7748,USD,USD,USD
sv2,KG,0.2400,0.1700,435387,0.0700,41.18,15.3200,30.4771,USD,USD,USD
nsd,MN,0.4800,0.3600,250109,0.1200,33.33,74.8400,30.0131,USD,USD,USD
sv,CD,0.5500,0.2900,109467,0.2600,89.66,57.7900,28.4614,USD,USD,USD
sv,CH,0.4500,0.3600,313514,0.0900,25.00,3.6500,28.2163,USD,USD,USD
sv2,ZM,0.9800,0.4000,47126,0.5800,145.00,207.1000,27.3331,USD,USD,USD
sv2,PA,0.2600,0.1800,337387,0.0800,44.44,3.0100,26.9910,USD,USD,USD
nsd,BG,0.3500,0.3000,525158,0.0500,16.67,8.4800,26.2579,USD,USD,USD
nsd,KG,0.2300,0.1700,435387,0.0600,35.29,20.7800,26.1232,USD,USD,USD
sv,BY,0.1800,0.1100,370542,0.0700,63.64,0.1600,25.9379,USD,USD,USD
sv2,SO,0.7600,0.4200,76131,0.3400,80.95,12.3300,25.8845,USD,USD,USD
sv2,CD,0.5200,0.2900,109467,0.2300,79.31,81.7400,25.1774,USD,USD,USD
sv,BJ,0.7500,0.2900,53261,0.4600,158.62,0.9200,24.5001,USD,USD,USD
sv2,OM,0.1600,0.0700,271574,0.0900,128.57,29.1100,24.4417,USD,USD,USD
sv,CL,0.2600,0.2500,2424917,0.0100,4.00,2.6100,24.2492,USD,USD,USD
sv2,TN,0.1200,0.0700,463164,0.0500,71.43,21.3000,23.1582,USD,USD,USD
nsd,ZM,0.8900,0.4000,47126,0.4900,122.50,71.7400,23.0917,USD,USD,USD
evadav-rss,AZ,0.1560,0.1300,869429,0.0260,20.00,2.0820,22.6052,USD,USD,USD
nsd,AO,0.1500,0.0800,318255,0.0700,87.50,0.9900,22.2778,USD,USD,USD
evadav-sv,AZ,0.1556,0.1300,869429,0.0256,19.69,2.7590,22.2574,USD,USD,USD
nsd,IQ,0.1800,0.1500,711678,0.0300,20.00,106.0500,21.3503,USD,USD,USD
sv,AE,0.1400,0.1100,692603,0.0300,27.27,0.7000,20.7781,USD,USD,USD
evadav-rss,PA,0.2397,0.1800,337387,0.0597,33.17,0.3560,20.1420,USD,USD,USD
sv,KW,0.2400,0.1100,152395,0.1300,118.18,7.1300,19.8114,USD,USD,USD
sv2,PT,0.1400,0.1000,483641,0.0400,40.00,17.0700,19.3456,USD,USD,USD
sv,BH,0.2000,0.0800,160882,0.1200,150.00,0.5700,19.3058,USD,USD,USD
sv2,BF,0.1600,0.0900,268332,0.0700,77.78,7.5000,18.7832,USD,USD,USD
nsd,VE,0.1400,0.1100,623975,0.0300,27.27,1.4100,18.7193,USD,USD,USD
sv2,GE,0.2300,0.1600,264628,0.0700,43.75,2.9200,18.5240,USD,USD,USD
sv,PE,0.3300,0.3000,615056,0.0300,10.00,2.2400,18.4517,USD,USD,USD
sv2,SA,0.1000,0.0800,910660,0.0200,25.00,24.4600,18.2132,USD,USD,USD
evadav-rss,KG,0.2108,0.1700,435387,0.0408,24.00,1.3780,17.7638,USD,USD,USD
sv2,IL,0.2400,0.1900,347177,0.0500,26.32,27.2200,17.3588,USD,USD,USD
sv,HR,0.5200,0.2100,55243,0.3100,147.62,19.7000,17.1253,USD,USD,USD
evadav-rss,RS,0.2409,0.1300,154364,0.1109,85.31,1.2240,17.1190,USD,USD,USD
sv,UG,0.2700,0.1500,133156,0.1200,80.00,21.3400,15.9787,USD,USD,USD
sv,AT,0.3400,0.3000,393356,0.0400,13.33,3.2900,15.7342,USD,USD,USD
sv2,GN,0.6600,0.1700,31914,0.4900,288.24,26.0200,15.6379,USD,USD,USD
nsd,PY,0.1100,0.0600,308284,0.0500,83.33,0.2100,15.4142,USD,USD,USD
evadav-rss,PY,0.1096,0.0600,308284,0.0496,82.67,0.0750,15.2909,USD,USD,USD
nsd,SO,0.6200,0.4200,76131,0.2000,47.62,4.9800,15.2262,USD,USD,USD
evadav-sv,UA,0.3683,0.3600,1831309,0.0083,2.31,5.4800,15.1999,USD,USD,USD
nsd,GR,0.2600,0.2200,377795,0.0400,18.18,7.1700,15.1118,USD,USD,USD
sv2,UY,0.1100,0.0700,368708,0.0400,57.14,1.1600,14.7483,USD,USD,USD
nsd,TW,0.1700,0.1400,485743,0.0300,21.43,24.8700,14.5723,USD,USD,USD
nsd,BW,0.3900,0.0500,41947,0.3400,680.00,0.8700,14.2620,USD,USD,USD
evadav-rss,OM,0.1223,0.0700,271574,0.0523,74.71,1.3470,14.2033,USD,USD,USD
sv2,KW,0.2000,0.1100,152395,0.0900,81.82,15.8400,13.7156,USD,USD,USD
nsd,BF,0.1400,0.0900,268332,0.0500,55.56,0.8900,13.4166,USD,USD,USD
sv,LY,0.1300,0.0800,251735,0.0500,62.50,16.4600,12.5868,USD,USD,USD
sv,QA,0.2600,0.1200,89475,0.1400,116.67,6.6400,12.5265,USD,USD,USD
sv2,AT,0.3300,0.3000,393356,0.0300,10.00,21.6800,11.8007,USD,USD,USD
sv,DO,0.1300,0.0700,195716,0.0600,85.71,2.2200,11.7430,USD,USD,USD
sv2,BH,0.1500,0.0800,160882,0.0700,87.50,8.6700,11.2617,USD,USD,USD
nsd,GH,0.2100,0.1500,178912,0.0600,40.00,21.8600,10.7347,USD,USD,USD
nsd,PL,0.2500,0.2400,1069025,0.0100,4.17,15.0100,10.6902,USD,USD,USD
sv,YE,0.2700,0.0900,53614,0.1800,200.00,1.5000,9.6505,USD,USD,USD
sv,AO,0.1100,0.0800,318255,0.0300,37.50,0.2800,9.5476,USD,USD,USD
sv2,UG,0.2200,0.1500,133156,0.0700,46.67,20.9400,9.3209,USD,USD,USD
sv,PY,0.0900,0.0600,308284,0.0300,50.00,0.1200,9.2485,USD,USD,USD
evadav-rss,TN,0.0899,0.0700,463164,0.0199,28.43,2.6130,9.2170,USD,USD,USD
sv2,BJ,0.4600,0.2900,53261,0.1700,58.62,2.8000,9.0544,USD,USD,USD
sv2,BE,0.2200,0.2000,451606,0.0200,10.00,21.9400,9.0321,USD,USD,USD
sv2,BA,0.2400,0.1200,72763,0.1200,100.00,3.8500,8.7316,USD,USD,USD
evadav-sv,ET,0.0592,0.0400,452410,0.0192,48.00,0.1990,8.6863,USD,USD,USD
evadav-rss,AO,0.1054,0.0800,318255,0.0254,31.75,0.1540,8.0837,USD,USD,USD
nsd,UY,0.0900,0.0700,368708,0.0200,28.57,0.2000,7.3742,USD,USD,USD
evadav-rss,SO,0.5158,0.4200,76131,0.0958,22.81,3.0270,7.2933,USD,USD,USD
sv2,QA,0.2000,0.1200,89475,0.0800,66.67,14.4900,7.1580,USD,USD,USD
sv,JM,0.1600,0.0700,77907,0.0900,128.57,0.4200,7.0116,USD,USD,USD
sv2,JO,0.1500,0.1400,675016,0.0100,7.14,17.6000,6.7502,USD,USD,USD
nsd,GA,0.1200,0.0800,166659,0.0400,50.00,0.1200,6.6664,USD,USD,USD
evadav-rss,AE,0.1195,0.1100,692603,0.0095,8.64,2.9260,6.5797,USD,USD,USD
sv,RO,0.2400,0.2200,318615,0.0200,9.09,7.5900,6.3723,USD,USD,USD
sv,TJ,0.2300,0.1700,105919,0.0600,35.29,2.1700,6.3551,USD,USD,USD
nsd,DO,0.1000,0.0700,195716,0.0300,42.86,1.3200,5.8715,USD,USD,USD
nsd,CD,0.3400,0.2900,109467,0.0500,17.24,15.2600,5.4734,USD,USD,USD
sv,BW,0.1800,0.0500,41947,0.1300,260.00,0.2200,5.4531,USD,USD,USD
nsd,OM,0.0900,0.0700,271574,0.0200,28.57,1.2200,5.4315,USD,USD,USD
nsd,GE,0.1800,0.1600,264628,0.0200,12.50,1.8000,5.2926,USD,USD,USD
evadav-rss,NP,0.1055,0.1000,915851,0.0055,5.50,1.3040,5.0372,USD,USD,USD
evadav-rss,TG,0.0819,0.0600,217233,0.0219,36.50,0.1180,4.7574,USD,USD,USD
sv,HT,0.1700,0.1100,78660,0.0600,54.55,0.9200,4.7196,USD,USD,USD
sv,AL,0.1100,0.0700,117744,0.0400,57.14,0.2600,4.7098,USD,USD,USD
evadav-rss,KW,0.1403,0.1100,152395,0.0303,27.55,1.1890,4.6176,USD,USD,USD
sv,BE,0.2100,0.2000,451606,0.0100,5.00,1.1700,4.5161,USD,USD,USD
sv,PS,0.0900,0.0700,221925,0.0200,28.57,0.3900,4.4385,USD,USD,USD
evadav-rss,HT,0.1662,0.1100,78660,0.0562,51.09,0.3290,4.4207,USD,USD,USD
evadav-rss,BW,0.1553,0.0500,41947,0.1053,210.60,0.0250,4.4170,USD,USD,USD
evadav-sv,IL,0.2021,0.1900,347177,0.0121,6.37,2.8420,4.2008,USD,USD,USD
sv2,BW,0.1500,0.0500,41947,0.1000,200.00,1.0700,4.1947,USD,USD,USD
evadav-rss,ML,0.1158,0.0900,158595,0.0258,28.67,0.6660,4.0918,USD,USD,USD
evadav-rss,FR,0.2312,0.2300,3342000,0.0012,0.52,20.4230,4.0104,USD,USD,USD
sv2,DO,0.0900,0.0700,195716,0.0200,28.57,2.7500,3.9143,USD,USD,USD
sv2,GR,0.2300,0.2200,377795,0.0100,4.55,14.4200,3.7780,USD,USD,USD
nsd,BJ,0.3600,0.2900,53261,0.0700,24.14,1.0100,3.7283,USD,USD,USD
sv,UY,0.0800,0.0700,368708,0.0100,14.29,0.1300,3.6871,USD,USD,USD
sv,MD,0.1200,0.0900,118843,0.0300,33.33,0.0900,3.5653,USD,USD,USD
nsd,AL,0.1000,0.0700,117744,0.0300,42.86,0.3900,3.5323,USD,USD,USD
evadav-rss,PG,0.3115,0.1300,18099,0.1815,139.62,0.7520,3.2850,USD,USD,USD
nsd,BH,0.1000,0.0800,160882,0.0200,25.00,0.5800,3.2176,USD,USD,USD
sv2,PY,0.0700,0.0600,308284,0.0100,16.67,0.6500,3.0828,USD,USD,USD
nsd,BA,0.1600,0.1200,72763,0.0400,33.33,1.0400,2.9105,USD,USD,USD
sv,IE,0.2800,0.2700,279296,0.0100,3.70,0.7300,2.7930,USD,USD,USD
sv,NI,0.1100,0.0700,69180,0.0400,57.14,0.3600,2.7672,USD,USD,USD
sv,NA,0.3400,0.1200,12113,0.2200,183.33,0.2000,2.6649,USD,USD,USD
sv,GE,0.1700,0.1600,264628,0.0100,6.25,0.6200,2.6463,USD,USD,USD
evadav-rss,RW,0.2523,0.1100,17994,0.1423,129.36,0.0550,2.5605,USD,USD,USD
evadav-rss,JM,0.1021,0.0700,77907,0.0321,45.86,0.9060,2.5008,USD,USD,USD
sv2,HT,0.1400,0.1100,78660,0.0300,27.27,1.4600,2.3598,USD,USD,USD
nsd,PS,0.0800,0.0700,221925,0.0100,14.29,1.3100,2.2193,USD,USD,USD
evadav-rss,BY,0.1159,0.1100,370542,0.0059,5.36,0.0320,2.1862,USD,USD,USD
sv2,TG,0.0700,0.0600,217233,0.0100,16.67,1.0100,2.1723,USD,USD,USD
nsd,RE,0.3000,0.2000,21191,0.1000,50.00,0.5800,2.1191,USD,USD,USD
